,Ratings,Comments
3422,Rated 5 stars out of five stars,The app works just as well as the site.
3425,Rated 5 stars out of five stars,"Been a fan of Macy's for a very, very long time.😎🚀"
3426,Rated 5 stars out of five stars,Great application thank you Macys I can even track my packages
3427,Rated 5 stars out of five stars,It helps and orients with no doubt to the customers
3428,Rated 5 stars out of five stars,Is very handy to be able to shop from home
3430,Rated 5 stars out of five stars,Good App for online shopping experience.
3431,Rated 4 stars out of five stars,Pretty good but could use some work
3432,Rated 5 stars out of five stars,Always have easy transitions on my Macys app.
3433,Rated 5 stars out of five stars,My favorite store to shop..
3435,Rated 5 stars out of five stars,package coming on time and easy to track
3436,Rated 5 stars out of five stars,Great app you Can do a lot of different Transaction
3437,Rated 5 stars out of five stars,"Fast, user friendly & efficient!"
3438,Rated 5 stars out of five stars,love how easy it is to shop on my macys app
3439,Rated 5 stars out of five stars,easy to find whatever I want.
3440,Rated 5 stars out of five stars,Love to shop at macy good sales the best can not complain
3441,Rated 4 stars out of five stars,I enjoy using the app. Very convenient for online shopping.
3442,Rated 5 stars out of five stars,Easy to use. Good search features.
3443,Rated 5 stars out of five stars,Easy to explore and helpful
3444,Rated 5 stars out of five stars,Makes shopping at Macy's so easy.
3445,Rated 5 stars out of five stars,Love the convenience of using the app
3446,Rated 5 stars out of five stars,I cannot Express how much I like this app
3447,Rated 5 stars out of five stars,Easy to use. Lots of good deals!
3448,Rated 5 stars out of five stars,"Great app, it makes shopping easy!"
3449,Rated 3 stars out of five stars,Just to this app. FOr The First Time
3450,Rated 4 stars out of five stars,"Remember about sale, deliver and price drop love it"
3452,Rated 5 stars out of five stars,I love Macy's and I love this app.
3453,Rated 5 stars out of five stars,App is easy to navigate and simple.
3454,Rated 5 stars out of five stars,Very happy with the cosmetic department
3456,Rated 3 stars out of five stars,Very difficult to navigate
3457,Rated 3 stars out of five stars,errors in store doesn't function all the time
3458,Rated 5 stars out of five stars,I just love Macy's keep the sales good.
3459,Rated 5 stars out of five stars,LOVE IT!!! EASY TO USE!!
3460,Rated 5 stars out of five stars,Makes shopping convenient and easy!
3462,Rated 5 stars out of five stars,From time to time it offers a good sale
3463,Rated 5 stars out of five stars,The app keeps you updated with all the latest deals.
3464,Rated 3 stars out of five stars,Its good for the most part just freezes alot
3465,Rated 5 stars out of five stars,Macys is my favorite store.❤
3466,Rated 5 stars out of five stars,Easy app to use and shop from. Very festive🍁
3467,Rated 3 stars out of five stars,Sometimes it works sometimes it don't
3469,Rated 5 stars out of five stars,Too amazing...I can't stop shopping
3471,Rated 5 stars out of five stars,Nice things with reasonable price.
3472,Rated 5 stars out of five stars,great but account updates are not in realtime
3473,Rated 5 stars out of five stars,The notifications are excellent!
3474,Rated 5 stars out of five stars,Geat app-Wish the sales would apply to my purchase
3475,Rated 5 stars out of five stars,"i have not experince it yet,in store fair"
3476,Rated 5 stars out of five stars,Smooth easy to use no issues.
3477,Rated 5 stars out of five stars,Easy to use and very simple to make purchases.
3478,Rated 5 stars out of five stars,Easy to navigate and shop!
3479,Rated 5 stars out of five stars,"Great app, customer friendly!!"
3480,Rated 5 stars out of five stars,great to scan the items .
3481,Rated 5 stars out of five stars,"Love this app, so convenient and fast"
3482,Rated 5 stars out of five stars,I love the sales an great deal's.
3484,Rated 5 stars out of five stars,it is usefull easy to use thank you
3485,Rated 5 stars out of five stars,It's my favorite store!!!
3486,Rated 4 stars out of five stars,"Next time, need more time to evaluate."
3487,Rated 5 stars out of five stars,Love it. easy to navigate
3488,Rated 5 stars out of five stars,I Love the deals that I get at Macy's
3489,Rated 5 stars out of five stars,the app is really easy to use
3490,Rated 5 stars out of five stars,Its does what it suppose to do.
3491,Rated 5 stars out of five stars,love the prices and discounts.
3492,Rated 5 stars out of five stars,Love the simplicity & intuition of the app!
3493,Rated 4 stars out of five stars,Macy's is Always Great!!!
3494,Rated 5 stars out of five stars,I think Macy's is great in every way.
3495,Rated 5 stars out of five stars,Love how it covers everything.
3496,Rated 3 stars out of five stars,Always a good experience !
3498,Rated 5 stars out of five stars,I love this app I can shop all day
3499,Rated 5 stars out of five stars,I've been a fan of Macy's since I was a teenager
3500,Rated 4 stars out of five stars,Great app from my favorite store.
3501,Rated 5 stars out of five stars,I' love the specials and employees.
3502,Rated 5 stars out of five stars,Love the ship time and easy returns.
3505,Rated 5 stars out of five stars,I love Macy's app it's easy to shopping
3506,Rated 5 stars out of five stars,One stop shop for all clothing needs
3508,Rated 5 stars out of five stars,app is great and easy to use.
3509,Rated 5 stars out of five stars,Very good app. Easy to use it.
3510,Rated 5 stars out of five stars,very good and helpful app.
3511,Rated 5 stars out of five stars,Easy to use and fast check out!
3513,Rated 4 stars out of five stars,I LIKE THIS APP BECAUSE I CAN SEE everything I want😊
3514,Rated 5 stars out of five stars,i love the Estee Lauder team 💕💕
3515,Rated 5 stars out of five stars,Macy's the best store to buy.
3516,Rated 4 stars out of five stars,This app is easy to use I love it
3517,Rated 5 stars out of five stars,If something is wrong easy to return
3518,Rated 5 stars out of five stars,"It's easy to use, very helpful!"
3519,Rated 5 stars out of five stars,"Makes shopping a breeze , simply awesome"
3520,Rated 5 stars out of five stars,"Very convenient, and easy to use."
3521,Rated 5 stars out of five stars,Easy to use. Thank you Macy's!
3522,Rated 5 stars out of five stars,"Classy Macy's, as always!"
3523,Rated 5 stars out of five stars,I love Macy's. My favorite place to shop.
3524,Rated 4 stars out of five stars,Nice organize. Even on clothes styles!
3525,Rated 5 stars out of five stars,I like everything in Macy's
3526,Rated 5 stars out of five stars,i always love shopping at Macy's
3527,Rated 5 stars out of five stars,always good when I need it
3528,Rated 5 stars out of five stars,I order all by email and is great
3529,Rated 4 stars out of five stars,App is easy to use. So far no problems.
3530,Rated 5 stars out of five stars,love love love Macy's quality Goods at great price
3531,Rated 4 stars out of five stars,Good app.Always find what I need.
3532,Rated 5 stars out of five stars,The app makes shopping easier.
3533,Rated 4 stars out of five stars,Website is very user friendly
3534,Rated 5 stars out of five stars,Macy's is a great shopping place
3535,Rated 5 stars out of five stars,I like Macy's work by everything specially
3536,Rated 5 stars out of five stars,great price customer service is great
3537,Rated 5 stars out of five stars,"Great store, great app!"
3538,Rated 3 stars out of five stars,to many updates and when it does it lags really bad after
3539,Rated 5 stars out of five stars,Love to shopping online and is so easy
3540,Rated 5 stars out of five stars,Just like any other store app.
3541,Rated 5 stars out of five stars,macys has quality apparell that I look for and I enjoy online shopping and discounts
3543,Rated 5 stars out of five stars,Love shopping Macy's through this app.
3545,Rated 5 stars out of five stars,"Easy to navigate, easy to shop"
3546,Rated 5 stars out of five stars,Found it to be very helpful...
3547,Rated 5 stars out of five stars,"App friendly, will continue to use"
3548,Rated 3 stars out of five stars,I am not able to reset my password
3551,Rated 4 stars out of five stars,find product but still sometimes size dont have
3552,Rated 5 stars out of five stars,Dresses great l love your system great help!
3553,Rated 3 stars out of five stars,the app gets the job done
3554,Rated 5 stars out of five stars,I like Macy s he was good company
3556,Rated 5 stars out of five stars,my favorite store....amazon who?
3557,Rated 5 stars out of five stars,good deals if you check often.
3558,Rated 5 stars out of five stars,Super convenient and easy to shop
3559,Rated 5 stars out of five stars,Love the online experience.
3561,Rated 5 stars out of five stars,a great way to find good deals
3562,Rated 5 stars out of five stars,Perfect app all around! 10/10
3563,Rated 5 stars out of five stars,Haven is it a lot tttdddr we gasreoo late I get
3564,Rated 5 stars out of five stars,Fantastic app. Works excellently.
3565,Rated 4 stars out of five stars,Just start using it chexk back with me later
3566,Rated 5 stars out of five stars,"Love it, very convenient!"
3567,Rated 5 stars out of five stars,"Shop fast and super, super sales!"
3569,Rated 5 stars out of five stars,Love you more guys more than more!
3570,Rated 5 stars out of five stars,I'am able to see all the deals love it
3571,Rated 5 stars out of five stars,great options to narrow down by size
3572,Rated 5 stars out of five stars,Macy's is a nice store to shop
3573,Rated 5 stars out of five stars,Nothing bad to say about the app
3574,Rated 4 stars out of five stars,"Like it, very convenient."
3575,Rated 5 stars out of five stars,love the made for Macy's things.
3576,Rated 5 stars out of five stars,Easy to use and I use it frequently
3577,Rated 5 stars out of five stars,This app is very convenient.
3578,Rated 5 stars out of five stars,The Macy's app is very easy to use.
3579,Rated 5 stars out of five stars,I just dearly love Macy's.
3580,Rated 5 stars out of five stars,Easy app...searching is a breeze
3581,Rated 5 stars out of five stars,I love it everything about it
3582,Rated 5 stars out of five stars,I love Macy's and this app!
3583,Rated 5 stars out of five stars,Get rid of that surcharge to hawaii
3584,Rated 4 stars out of five stars,Easy to understand and access
3585,Rated 5 stars out of five stars,love the delivery confirmation.
3586,Rated 5 stars out of five stars,"very good I enjoy shopping at macy,s"
3587,Rated 5 stars out of five stars,Excellent tool for shopping!
3588,Rated 5 stars out of five stars,All the time is wonderful
3589,Rated 5 stars out of five stars,Perfect App and very useful
3590,Rated 3 stars out of five stars,Updates every time I try to use it.
3591,Rated 5 stars out of five stars,I like this app. Very useful.
3592,Rated 5 stars out of five stars,it's very good and helpful app
3593,Rated 5 stars out of five stars,The app is convenient and easy to use
3595,Rated 5 stars out of five stars,Fun to just cruise through.
3596,Rated 4 stars out of five stars,Love to look at what's new at Macy's
3597,Rated 5 stars out of five stars,Good interface and fair deals and offers
3598,Rated 5 stars out of five stars,"I'm fresh from the flo, up...."
3599,Rated 5 stars out of five stars,It tells you all the information you need to know
3600,Rated 5 stars out of five stars,Macy's is favorite store.
3601,Rated 3 stars out of five stars,When you go back you have to start all over again
3602,Rated 5 stars out of five stars,Great deals and great app!!
3603,Rated 5 stars out of five stars,Have the best quality and prices.
3604,Rated 5 stars out of five stars,"So convenient to use,love this app🙌🏽🙌🏽🙌🏽"
3605,Rated 5 stars out of five stars,"great deals, great store, great prices"
3606,Rated 5 stars out of five stars,the best idem i ever seen like Man stuff
3608,Rated 5 stars out of five stars,I love Macy's clotges and perfume and deals
3609,Rated 5 stars out of five stars,100% Satisfied with this App!
3610,Rated 5 stars out of five stars,Nice store with great experience
3611,Rated 5 stars out of five stars,Like the app - alerts are good too
3612,Rated 5 stars out of five stars,love the ease of ordering
3613,Rated 5 stars out of five stars,quick easy shopping at your fingertips
3615,Rated 5 stars out of five stars,satisfied.. very satisfied...
3616,Rated 5 stars out of five stars,• P R O F E S S i O N A L
3617,Rated 5 stars out of five stars,Very pleased with service.
3619,Rated 5 stars out of five stars,this app makes life easier
3620,Rated 5 stars out of five stars,Awesome and easy to click through
3621,Rated 4 stars out of five stars,It's convenient but can be slow at times
3622,Rated 5 stars out of five stars,My favorite store!!!!!
3623,Rated 5 stars out of five stars,love shopping with Macy's
3624,Rated 5 stars out of five stars,I love the app and the savings from Macy's 👍🏽👍🏽👍🏽👍🏽
3625,Rated 5 stars out of five stars,Love this app helps me shop easier
3626,Rated 5 stars out of five stars,Helps ne to go to what I need and fast
3627,Rated 5 stars out of five stars,Faster and more efficient. Love it!
3628,Rated 5 stars out of five stars,Good store...I love Macy's!
3630,Rated 5 stars out of five stars,Macy's is my favorite store
3631,Rated 5 stars out of five stars,Reminds me of my wish list!
3632,Rated 5 stars out of five stars,It's so easy to use on my phone!
3633,Rated 5 stars out of five stars,wonderful.shopping experience!
3634,Rated 5 stars out of five stars,i love their quality products
3635,Rated 5 stars out of five stars,Absolutely love Macy's app!
3636,Rated 5 stars out of five stars,"Great app, easy to navigate"
3638,Rated 5 stars out of five stars,I am tired of trying to make it all work.
3639,Rated 5 stars out of five stars,Love this app I'm always shopping
3641,Rated 5 stars out of five stars,Love this app!!!
3642,Rated 5 stars out of five stars,One Of The Best Apps Out For A Retailer
3644,Rated 5 stars out of five stars,Absolutely customer friendly!
3645,Rated 5 stars out of five stars,Macy's is best for shopping 👍✌
3646,Rated 4 stars out of five stars,Updated App now it wont let me sign in
3647,Rated 4 stars out of five stars,very helpful and easy to use
3649,Rated 5 stars out of five stars,Great & easy shopping experience!!
3650,Rated 5 stars out of five stars,always loved Macy's hopefully always will
3651,Rated 4 stars out of five stars,Too many many links to get ccard balance
3654,Rated 5 stars out of five stars,Macy's is alright with me
3655,Rated 4 stars out of five stars,Great app love shopping here.
3656,Rated 5 stars out of five stars,Fantastic in the store and onlineorders
3657,Rated 3 stars out of five stars,"very slow, otherwise good"
3658,Rated 5 stars out of five stars,it does what its supposed to do.
3659,Rated 5 stars out of five stars,It was Great!!!
3660,Rated 5 stars out of five stars,I love this app. I use it all the time
3661,Rated 4 stars out of five stars,find what you want/need
3662,Rated 5 stars out of five stars,"Complicated app, but useful."
3663,Rated 5 stars out of five stars,Yes Absolutely love it!
3664,Rated 5 stars out of five stars,Almost as good as being in the store!
3665,Rated 5 stars out of five stars,"Simple, user friendly."
3666,Rated 5 stars out of five stars,finding what I need easily
3668,Rated 5 stars out of five stars,I can shop everything in app
3669,Rated 5 stars out of five stars,"Easy to use, i love it"
3672,Rated 5 stars out of five stars,"great app, easy for shopping"
3673,Rated 5 stars out of five stars,love macys especially new cle a rance room
3674,Rated 4 stars out of five stars,I love Macy's quality and sales!
3675,Rated 5 stars out of five stars,easy to use;find items
3676,Rated 5 stars out of five stars,I'm pretty satisfied with the app.
3677,Rated 4 stars out of five stars,very helpful. thanks!
3678,Rated 4 stars out of five stars,Better on my mobile than on a pc
3679,Rated 5 stars out of five stars,Easy access and very good
3680,Rated 5 stars out of five stars,I enjoy everything about you guys
3681,Rated 5 stars out of five stars,Easy ordering and Macy's card info.
3682,Rated 5 stars out of five stars,Love it very user friendly
3684,Rated 5 stars out of five stars,it does what it's supposed to do
3685,Rated 5 stars out of five stars,Fast n easy....love the in store
3688,Rated 5 stars out of five stars,the best app in recent years
3689,Rated 5 stars out of five stars,I love this app super convenient
3690,Rated 5 stars out of five stars,It's a good app thanks
3691,Rated 5 stars out of five stars,love the app so easy to use
3692,Rated 5 stars out of five stars,anything lbuy really great.
3693,Rated 5 stars out of five stars,Always get the best deals
3694,Rated 5 stars out of five stars,Great app. Keep up the good work.
3695,Rated 5 stars out of five stars,I Love it!! Easy to use!
3697,Rated 5 stars out of five stars,Simply joyous to use this app
3699,Rated 5 stars out of five stars,Excellent mascara 👀👀& eyeliner 👁👁👁& lipstick or lip gloss 💋👄💋👄
3700,Rated 5 stars out of five stars,I love the Macy's App!
3701,Rated 5 stars out of five stars,Love the Macy's app easy to shop
3702,Rated 5 stars out of five stars,excellent. easy to use.
3705,Rated 4 stars out of five stars,More collections and best price
3706,Rated 5 stars out of five stars,love this app! love macys
3707,Rated 5 stars out of five stars,My go to for most everything
3708,Rated 5 stars out of five stars,Love this appt so easy to Use at ur Convinced 😁
3709,Rated 5 stars out of five stars,As expected of a store app
3711,Rated 5 stars out of five stars,love this app so convenient
3712,Rated 5 stars out of five stars,Great at t and easy to maneuver
3713,Rated 5 stars out of five stars,l love using the Macy's App!
3714,Rated 4 stars out of five stars,love the app and love the store
3716,Rated 5 stars out of five stars,"I love shopping at Macy's, it's the best!"
3717,Rated 5 stars out of five stars,very good reasonable prizes
3718,Rated 5 stars out of five stars,items are always on time
3719,Rated 5 stars out of five stars,This app is helpful and convenient
3720,Rated 5 stars out of five stars,the best deals ever....
3721,Rated 5 stars out of five stars,i like this pink blenket flower wow
3722,Rated 5 stars out of five stars,yes this app is super good
3723,Rated 5 stars out of five stars,Macy has the Best bargains!
3724,Rated 5 stars out of five stars,Makes it easy to shop!
3726,Rated 4 stars out of five stars,Convince and easy to access
3727,Rated 4 stars out of five stars,I have always loved macys.
3728,Rated 5 stars out of five stars,Very comfortable using it
3729,Rated 5 stars out of five stars,I liked Macy's and this app
3730,Rated 5 stars out of five stars,very convenient thank you
3731,Rated 5 stars out of five stars,Love this app!!!
3732,Rated 5 stars out of five stars,Pretty easy to use. I love it!
3733,Rated 5 stars out of five stars,This app makes on line shopping a breeze.
3735,Rated 5 stars out of five stars,love it nice stuff to shop
3736,Rated 5 stars out of five stars,Love shopping Macy's online!
3737,Rated 5 stars out of five stars,I Really Love Macy's Period!
3738,Rated 5 stars out of five stars,Macy is awesome!!!
3739,Rated 5 stars out of five stars,Very easy and fast
3740,Rated 5 stars out of five stars,I love Macy's!!!
3741,Rated 5 stars out of five stars,everyone was so helpful
3742,Rated 5 stars out of five stars,the service rep was GREAT
3743,Rated 5 stars out of five stars,I love the fast respond.
3744,Rated 5 stars out of five stars,"I♥️ Macy's, having the app a plus."
3745,Rated 5 stars out of five stars,love using the app.
3747,Rated 5 stars out of five stars,Overall great app!!!
3748,Rated 5 stars out of five stars,love Macy's always find great deals.
3749,Rated 5 stars out of five stars,Makes shopping a breeze.
3750,Rated 5 stars out of five stars,Love shopping at Macy's!
3751,Rated 5 stars out of five stars,Love this app good deals!
3752,Rated 5 stars out of five stars,Great app great savings.
3753,Rated 5 stars out of five stars,it's my favorite store
3754,Rated 5 stars out of five stars,Perfect for my children
3755,Rated 5 stars out of five stars,It's easy to use. Good deals.
3756,Rated 5 stars out of five stars,I am very happy with everything
3757,Rated 5 stars out of five stars,The best app out there
3758,Rated 5 stars out of five stars,Good app very easy to shop
3759,Rated 4 stars out of five stars,I love shopping Macy's.
3761,Rated 5 stars out of five stars,Best department store app!
3762,Rated 5 stars out of five stars,Macys the best of the best
3763,Rated 4 stars out of five stars,Favorite store to shop.
3764,Rated 5 stars out of five stars,Great and easy to use
3765,Rated 5 stars out of five stars,Let the magic happen😁
3766,Rated 5 stars out of five stars,Thank you.I enjoy this app.
3767,Rated 4 stars out of five stars,The Macy's app works great
3768,Rated 5 stars out of five stars,Love those styles and sale info
3769,Rated 5 stars out of five stars,I love Macy's kids section
3770,Rated 5 stars out of five stars,love it already never tried
3771,Rated 5 stars out of five stars,Great app. User friendly
3772,Rated 4 stars out of five stars,It is conveniente for shopping
3773,Rated 5 stars out of five stars,Quick fast and great love it
3774,Rated 5 stars out of five stars,Easy to navigate thru.
3776,Rated 5 stars out of five stars,Macys and Macys app..A++++
3777,Rated 5 stars out of five stars,Love shopping with Macy's
3778,Rated 5 stars out of five stars,reliable and easy to use
3779,Rated 5 stars out of five stars,Love it very easy to use.
3780,Rated 5 stars out of five stars,Very nice app and services
3781,Rated 5 stars out of five stars,What you see is what you get.
3782,Rated 5 stars out of five stars,Very user-friendly
3783,Rated 5 stars out of five stars,I love that app!
3784,Rated 5 stars out of five stars,Quick and convenient!
3786,Rated 5 stars out of five stars,I Love Macy's!!! 🤑
3787,Rated 5 stars out of five stars,I just overall love the app
3788,Rated 3 stars out of five stars,The app crashes a lot.
3790,Rated 4 stars out of five stars,Coupons difficult to load to acct
3791,Rated 5 stars out of five stars,It's an easy app 👍👍👍
3792,Rated 5 stars out of five stars,really great customer service
3793,Rated 5 stars out of five stars,very good very good
3794,Rated 5 stars out of five stars,Great value prices and items
3795,Rated 5 stars out of five stars,I just love Macy's...
3796,Rated 5 stars out of five stars,Love shopping with Macy's app
3797,Rated 5 stars out of five stars,Special using online shopping
3798,Rated 5 stars out of five stars,Very happy with this app
3799,Rated 5 stars out of five stars,Love to shop at Macy's
3801,Rated 5 stars out of five stars,fun intersting enjoyable.
3802,Rated 5 stars out of five stars,love it very easy to use
3803,Rated 5 stars out of five stars,Great app and love the deals
3804,Rated 5 stars out of five stars,Love love love macys !!!
3805,Rated 5 stars out of five stars,Love the selection .
3806,Rated 5 stars out of five stars,Nice app for checking out
3807,Rated 5 stars out of five stars,super easy to use
3808,Rated 5 stars out of five stars,Very good app I'm pleased
3809,Rated 5 stars out of five stars,Its awesome I love Macy's
3810,Rated 5 stars out of five stars,"Love Macy's, Love the app!"
3811,Rated 5 stars out of five stars,Thanks for the services
3812,Rated 5 stars out of five stars,Just started using it.
3813,Rated 5 stars out of five stars,I like using it. Fast
3814,Rated 5 stars out of five stars,always a good experience
3815,Rated 5 stars out of five stars,I love this app so much
3816,Rated 5 stars out of five stars,"Love, love, Macy's"
3817,Rated 5 stars out of five stars,excelent service and great offerts
3818,Rated 5 stars out of five stars,Like everything I and want
3819,Rated 4 stars out of five stars,"Good app, easy to use"
3821,Rated 5 stars out of five stars,Quick and easy.. love it
3822,Rated 5 stars out of five stars,Keep it up great app.
3823,Rated 5 stars out of five stars,love it easy to manage
3824,Rated 5 stars out of five stars,Great Quality App!!!
3825,Rated 5 stars out of five stars,This my favorite app.
3827,Rated 5 stars out of five stars,it's good love it
3828,Rated 5 stars out of five stars,Easy and convenient
3829,Rated 5 stars out of five stars,fast app. best prices
3831,Rated 5 stars out of five stars,very convenient..love it
3832,Rated 4 stars out of five stars,"Great app, I like it"
3833,Rated 5 stars out of five stars,Easy to locate products!
3834,Rated 5 stars out of five stars,Love your products.
3835,Rated 5 stars out of five stars,I love it!!!!😍😍😍
3836,Rated 5 stars out of five stars,very good app I love it
3837,Rated 5 stars out of five stars,easy too use well done!
3838,Rated 4 stars out of five stars,Very easy to navigate.
3839,Rated 5 stars out of five stars,All around Macy is awesome
3840,Rated 5 stars out of five stars,It's convenient to shop.
3841,Rated 5 stars out of five stars,love The App ease to use
3842,Rated 5 stars out of five stars,it's fun to shop online!
3844,Rated 5 stars out of five stars,great service good products
3846,Rated 4 stars out of five stars,very easy to use
3847,Rated 5 stars out of five stars,great easy way to shop
3848,Rated 5 stars out of five stars,The store is excellent
3849,Rated 5 stars out of five stars,The deals are amazing
3850,Rated 5 stars out of five stars,Fun ingredient in shopping
3853,Rated 5 stars out of five stars,I love Macy's
3854,Rated 5 stars out of five stars,Can't log in
3855,Rated 5 stars out of five stars,Shopping thru app made easy..
3856,Rated 5 stars out of five stars,It won't let me in.
3857,Rated 5 stars out of five stars,Very easy and simple
3858,Rated 5 stars out of five stars,good place to shopping
3859,Rated 5 stars out of five stars,happy with everything
3860,Rated 5 stars out of five stars,I love this app..
3861,Rated 4 stars out of five stars,Like functionality of app
3862,Rated 5 stars out of five stars,Stress free shopping!
3863,Rated 5 stars out of five stars,Fantastic app I use daily
3864,Rated 5 stars out of five stars,I think is fantastic
3865,Rated 5 stars out of five stars,love to shop at Macy;s
3866,Rated 5 stars out of five stars,I love Macy's Inc !
3867,Rated 5 stars out of five stars,Macy's is the greatest.
3868,Rated 4 stars out of five stars,Great deal great delivery
3869,Rated 4 stars out of five stars,It's ok not the best
3870,Rated 5 stars out of five stars,Great for shoppping.
3871,Rated 5 stars out of five stars,My coupons rarely work .
3873,Rated 5 stars out of five stars,very helpful app
3874,Rated 5 stars out of five stars,Love shopping at Macy's app
3875,Rated 5 stars out of five stars,I love Macy's!!
3876,Rated 5 stars out of five stars,I love Macy's App!!
3878,Rated 5 stars out of five stars,love macys always have agood deal
3879,Rated 5 stars out of five stars,great fast shipping love this app
3880,Rated 5 stars out of five stars,Enjoy shopping. at Macys
3881,Rated 5 stars out of five stars,GREAT WAY TO SHOP
3882,Rated 5 stars out of five stars,very easy to shop and great deals
3883,Rated 5 stars out of five stars,Love the service
3884,Rated 5 stars out of five stars,The App is Perfect.
3885,Rated 5 stars out of five stars,Best app and super fast!
3886,Rated 5 stars out of five stars,Very helpful and fun
3887,Rated 5 stars out of five stars,"good app, ready to use"
3888,Rated 5 stars out of five stars,Awsome say's all !!
3889,Rated 5 stars out of five stars,I just loved
3890,Rated 5 stars out of five stars,love the app easy to use
3891,Rated 5 stars out of five stars,Easy and fast download
3892,Rated 5 stars out of five stars,My favorite app!
3893,Rated 5 stars out of five stars,love it all
3894,Rated 4 stars out of five stars,Fairly easy to use
3895,Rated 5 stars out of five stars,very very good
3896,Rated 5 stars out of five stars,I love Macy's
3897,Rated 5 stars out of five stars,Quality and good prices
3898,Rated 5 stars out of five stars,this is great app
3899,Rated 5 stars out of five stars,it's quick and easy
3900,Rated 5 stars out of five stars,I love Macy's
3901,Rated 4 stars out of five stars,Easier than web site
3902,Rated 5 stars out of five stars,I see all the offers
3903,Rated 5 stars out of five stars,Ease of use this app
3904,Rated 4 stars out of five stars,Great place to shop
3905,Rated 5 stars out of five stars,This app is easy to use
3906,Rated 3 stars out of five stars,I love Macy's
3907,Rated 4 stars out of five stars,Not too bad...
3908,Rated 5 stars out of five stars,I like it . Easy way
3909,Rated 4 stars out of five stars,Everything you need
3910,Rated 5 stars out of five stars,don't know yet.
3911,Rated 5 stars out of five stars,Very easy to use.
3912,Rated 5 stars out of five stars,Love Shopping @ Macy's 🌞🦋💐🌹
3913,Rated 5 stars out of five stars,I like the app
3914,Rated 5 stars out of five stars,nice and easy
3915,Rated 5 stars out of five stars,Use it all the time
3916,Rated 5 stars out of five stars,Macy's at its best
3917,Rated 5 stars out of five stars,I like this store
3918,Rated 5 stars out of five stars,It's works good
3919,Rated 5 stars out of five stars,Easy to use app.
3920,Rated 5 stars out of five stars,This amazing application
3921,Rated 5 stars out of five stars,Super easy to use
3922,Rated 5 stars out of five stars,The great sales
3923,Rated 5 stars out of five stars,It's a great app!
3924,Rated 5 stars out of five stars,I love this app.
3925,Rated 5 stars out of five stars,"Like the lists, variety"
3926,Rated 5 stars out of five stars,Great App functional great Clothes
3927,Rated 5 stars out of five stars,It's so amazing
3929,Rated 3 stars out of five stars,website is to slow
3930,Rated 5 stars out of five stars,one of the best...
3931,Rated 5 stars out of five stars,100% fantastic.
3932,Rated 5 stars out of five stars,Love this site!
3933,Rated 5 stars out of five stars,psalms 102:8 Social group
3934,Rated 5 stars out of five stars,I love shopping @ Macy's
3935,Rated 5 stars out of five stars,Shopping made easy
3936,Rated 5 stars out of five stars,Macy's is the best
3937,Rated 5 stars out of five stars,Macy's is the best
3938,Rated 5 stars out of five stars,Easy to use! Love it.
3939,Rated 5 stars out of five stars,Macy's is the best
3940,Rated 5 stars out of five stars,Love Macy's high heels 👠👠
3941,Rated 4 stars out of five stars,Good things to buy
3942,Rated 4 stars out of five stars,Best sales ever
3943,Rated 5 stars out of five stars,Best app of all time
3944,Rated 5 stars out of five stars,Love this app.
3945,Rated 5 stars out of five stars,Love app very helpful
3946,Rated 5 stars out of five stars,Easy to navigate
3947,Rated 5 stars out of five stars,It lets you the sales
3948,Rated 5 stars out of five stars,Easy to navigate 😍
3949,Rated 5 stars out of five stars,Great . Love it
3950,Rated 3 stars out of five stars,Do like Macy's app
3951,Rated 5 stars out of five stars,I just love Macy.......
3952,Rated 5 stars out of five stars,Easy to navigate
3953,Rated 5 stars out of five stars,I never get sales alerts
3954,Rated 5 stars out of five stars,Have good quality stuff
3955,Rated 5 stars out of five stars,This app is great
3956,Rated 5 stars out of five stars,I love Macy's!
3957,Rated 5 stars out of five stars,This app is great
3958,Rated 5 stars out of five stars,always helpull in my needs
3960,Rated 5 stars out of five stars,I love it!!!
3961,Rated 5 stars out of five stars,"great app, finally!"
3962,Rated 5 stars out of five stars,It's a great app to use.
3963,Rated 5 stars out of five stars,my favorite store
3965,Rated 5 stars out of five stars,I Love Macys app.
3966,Rated 5 stars out of five stars,Love Macy's Alderwood!!
3968,Rated 5 stars out of five stars,Enjoying the Macy's app.
3969,Rated 4 stars out of five stars,so far so good
3971,Rated 5 stars out of five stars,Love it. Easy to use
3972,Rated 5 stars out of five stars,The Macy's app so great
3973,Rated 5 stars out of five stars,The app is great
3974,Rated 5 stars out of five stars,Excellent and convenient
3975,Rated 5 stars out of five stars,easy to use
3976,Rated 4 stars out of five stars,Macy's woman's Sandles
3977,Rated 4 stars out of five stars,Just to have more styff
3978,Rated 5 stars out of five stars,easy to use
3979,Rated 5 stars out of five stars,I love it and I enjoyed.
3980,Rated 5 stars out of five stars,easy to use
3981,Rated 5 stars out of five stars,just love using this app
3982,Rated 5 stars out of five stars,Love Macy's!
3983,Rated 5 stars out of five stars,Easy as 123 order
3984,Rated 5 stars out of five stars,very convenient luv it
3985,Rated 5 stars out of five stars,I love this app
3986,Rated 5 stars out of five stars,I like this app
3987,Rated 5 stars out of five stars,I love this app
3988,Rated 5 stars out of five stars,Macy's is awesome
3989,Rated 5 stars out of five stars,great card great store
3990,Rated 5 stars out of five stars,I like this app
